image_path,class
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/000.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/001.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/002.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/003.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/004.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/005.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/006.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/007.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/008.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/009.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/010.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/011.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/012.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/013.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/014.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/015.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/016.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/017.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/018.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/019.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/020.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/broken_small/021.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/000.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/001.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/002.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/003.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/004.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/005.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/006.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/007.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/008.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/009.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/010.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/011.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/012.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/013.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/014.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/015.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/016.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/017.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/018.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/019.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/contamination/020.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/000.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/001.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/002.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/003.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/004.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/005.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/006.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/007.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/008.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/009.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/010.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/011.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/012.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/013.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/014.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/015.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/016.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/017.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/018.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/test/good/019.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/000.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/001.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/002.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/003.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/004.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/005.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/006.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/007.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/008.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/009.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/010.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/011.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/012.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/013.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/014.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/015.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/016.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/017.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/018.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/019.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/020.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/021.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/022.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/023.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/024.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/025.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/026.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/027.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/028.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/029.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/030.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/031.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/032.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/033.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/034.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/035.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/036.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/037.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/038.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/039.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/040.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/041.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/042.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/043.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/044.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/045.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/046.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/047.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/048.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/049.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/050.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/051.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/052.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/053.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/054.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/055.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/056.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/057.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/058.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/059.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/060.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/061.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/062.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/063.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/064.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/065.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/066.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/067.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/068.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/069.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/070.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/071.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/072.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/073.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/074.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/075.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/076.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/077.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/078.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/079.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/080.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/081.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/082.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/083.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/084.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/085.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/086.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/087.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/088.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/089.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/090.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/091.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/092.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/093.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/094.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/095.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/096.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/097.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/098.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/099.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/100.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/101.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/102.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/103.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/104.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/105.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/106.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/107.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/108.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/109.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/110.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/111.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/112.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/113.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/114.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/115.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/116.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/117.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/118.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/119.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/120.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/121.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/122.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/123.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/124.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/125.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/126.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/127.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/128.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/129.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/130.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/131.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/132.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/133.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/134.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/135.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/136.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/137.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/138.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/139.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/140.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/141.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/142.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/143.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/144.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/145.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/146.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/147.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/148.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/149.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/150.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/151.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/152.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/153.png,bottle
/data/rrjha/AP/AdaCLIP_Denoiser/datasets/mvtec_anomaly_detection/bottle/train/good/154.png,bottle
